object_name,object_type,collection,collections,parent,parent_type,parent_bone,location,rotation_mode,rotation_euler_radians,rotation_quaternion,scale,dimensions,material_names,custom_properties,instance_id
Chair Leg.014,MESH,Dining Table,"[""Dining Table""]",Chair.003,OBJECT,,"[0.0,0.0,0.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[1.8836193084716797,1.5765180587768555,19.41568946838379]","[""Wood.001"",""Metal""]","{""cycles"":{},""instance_id"":""amidst:school:object:45531b3c-629f-50fc-b274-2d43084db4c5"",""scatter5"":{},""vegetation_animation"":{}}",amidst:school:object:45531b3c-629f-50fc-b274-2d43084db4c5
Chair Leg.015,MESH,Dining Table,"[""Dining Table""]",Chair.003,OBJECT,,"[0.0,0.0,0.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[1.883620262145996,1.5765190124511719,19.415699005126953]","[""Wood.001"",""Metal""]","{""cycles"":{},""instance_id"":""amidst:school:object:c97be7ce-8d96-5e84-bc5c-459e50a7b3ba"",""scatter5"":{},""vegetation_animation"":{}}",amidst:school:object:c97be7ce-8d96-5e84-bc5c-459e50a7b3ba
Chair.001,MESH,Dining Table,"[""Dining Table""]",Dining Table,OBJECT,,"[0.0,0.0,0.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[26.510766983032227,21.511768341064453,22.5929012298584]","[""Chair""]","{""cycles"":{},""instance_id"":""amidst:school:object:7b3ffeaf-8529-5f3f-9b02-19491df4d403"",""scatter5"":{},""vegetation_animation"":{}}",amidst:school:object:7b3ffeaf-8529-5f3f-9b02-19491df4d403
Chair.002,MESH,Dining Table,"[""Dining Table""]",Dining Table,OBJECT,,"[0.0,0.0,0.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[26.510766983032227,21.511768341064453,22.5929012298584]","[""Chair""]","{""cycles"":{},""instance_id"":""amidst:school:object:85bb3ec1-a972-5548-be57-131d01d0165f"",""scatter5"":{},""vegetation_animation"":{}}",amidst:school:object:85bb3ec1-a972-5548-be57-131d01d0165f
Chair.003,MESH,Dining Table,"[""Dining Table""]",Dining Table,OBJECT,,"[0.0,0.0,0.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[26.510766983032227,21.511768341064453,22.5929012298584]","[""Chair""]","{""cycles"":{},""instance_id"":""amidst:school:object:86cf6889-d1ac-56a2-bb13-92ccc4d1c95d"",""scatter5"":{},""vegetation_animation"":{}}",amidst:school:object:86cf6889-d1ac-56a2-bb13-92ccc4d1c95d
Chesterfield sofa,EMPTY,Chesterfield sofa,"[""Chesterfield sofa""]",,,,"[341.2288818359375,1204.1727294921875,161.81109619140625]",XYZ,"[0.0,0.0,3.83972430229187]","[1.0,0.0,0.0,0.0]","[40.0,40.0,50.0]","[0.0,0.0,0.0]",[],"{""M3"":{},""MM"":{},""asset_data"":{""access"":""free"",""accessLabel"":""Free"",""addonVersion"":""3.8.2"",""assetBaseId"":""2213b4b3-d307-4f99-a34c-8d95437f5fdd"",""assetType"":""model"",""author"":{""aboutMe"":""3d artist"",""aboutMeUrl"":""https://www.behance.net/d090d0af3"",""avatar128"":""/avatar-redirect/25cc61a7-11db-47ea-9f10-45a5e5368234/128/"",""firstName"":""Vadym"",""fullName"":""Vadym Halitskyi"",""gravatarHash"":""36415d28dce5af4c67346cbfe6800a8e"",""id"":""689527"",""lastName"":""Halitskyi""},""available_resolutions"":[512,1024,2048],""basePrice"":"""",""bbox_max"":[1.267,0.1055,0.99],""bbox_min"":[-1.267,-0.8402,0.0001],""canDownload"":true,""canDownloadError"":true,""category"":""sofa"",""created"":""2023-10-12T09:41:03.976008+02:00"",""description"":""Idolised by young and old, the iconic Chesterfield is the flag bearer for classic British handcrafted furniture"",""dictParameters"":{""addons"":true,""animated"":false,""boundBoxMaxX"":1.267,""boundBoxMaxY"":0.1055,""boundBoxMaxZ"":0.99,""boundBoxMinX"":-1.267,""boundBoxMinY"":-0.8402,""boundBoxMinZ"":0.0001,""condition"":""new"",""dimensionX"":2.534,""dimensionY"":0.9457,""dimensionZ"":0.9899,""engines"":[""cycles""],""faceCount"":287440,""faceCountRender"":2034448,""imageAltTextGen4v"":""Detailed 3D model of classic British Chesterfield sofa with tufted upholstery for Blender rendering"",""joinBlenderkitDiscounts"":true,""manifold"":false,""materials"":[""pillows_tp"",""stitches"",""Pillows_btm"",""legs"",""Leather"",""handles"",""Low_part"",""buttons""],""megapixels"":60,""meshPolyType"":""quad_dominant"",""modelStyle"":""realistic"",""modifiers"":[""subsurf""],""nodeCount"":119,""objectCount"":20,""platforms"":[""windows-x64"",""macos-arm64"",""linux-x64"",""macos-x64"",""windows-arm64""],""procedural"":false,""productionLevel"":""finished"",""purePbr"":false,""rig"":false,""sexualizedContent"":false,""shaders"":[""principled""],""simulation"":false,""textureCount"":15,""textureResolutionMax"":2048,""textureResolutionMin"":2048,""uv"":true},""displayName"":""Chesterfield sofa"",""downloaded"":0,""files"":[{""created"":""2023-10-16T16:32:14.026901+02:00"",""downloadUrl"":""https://www.blendkit.com/api/v1/downloads/253637/"",""fileThumbnail"":"""",""fileThumbnailLarge"":"""",""fileType"":""blend"",""fileUploadSize"":67201246,""filename"":""assets/5eaa70856fde4710b9434eeef80ee4c9/files/blend_e97c0bae-ea46-472b-ba78-5c78732a4779.blend"",""modified"":""2023-10-16T16:32:14.026977+02:00"",""resolution"":0,""thumbnailMiddleUrl"":"""",""thumbnailSmallUrl"":"""",""url"":""""},{""created"":""2023-10-18T03:43:45.271361+02:00"",""downloadUrl"":""https://www.blendkit.com/api/v1/downloads/255607/"",""fileThumbnail"":"""",""fileThumbnailLarge"":"""",""fileType"":""resolution_0_5K"",""fileUploadSize"":16132066,""filename"":""assets/5eaa70856fde4710b9434eeef80ee4c9/files/resolution_0_5K_139c4dd9-1705-47f2-a22e-b443790f9e72.blend"",""modified"":""2023-10-18T03:43:45.271396+02:00"",""resolution"":0,""thumbnailMiddleUrl"":"""",""thumbnailSmallUrl"":"""",""url"":""""},{""created"":""2023-10-18T03:43:10.930576+02:00"",""downloadUrl"":""https://www.blendkit.com/api/v1/downloads/255606/"",""fileThumbnail"":"""",""fileThumbnailLarge"":"""",""fileType"":""resolution_1K"",""fileUploadSize"":18109777,""filename"":""assets/5eaa70856fde4710b9434eeef80ee4c9/files/resolution_1K_9263e6ee-f837-424b-bddc-8dd2377cd84b.blend"",""modified"":""2023-10-18T03:43:10.930619+02:00"",""resolution"":0,""thumbnailMiddleUrl"":"""",""thumbnailSmallUrl"":"""",""url"":""""},{""created"":""2023-10-18T03:42:33.086268+02:00"",""downloadUrl"":""https://www.blendkit.com/api/v1/downloads/255605/"",""fileThumbnail"":"""",""fileThumbnailLarge"":"""",""fileType"":""resolution_2K"",""fileUploadSize"":27979052,""file_name"":""C:\\Users\\shiyi\\OneDrive\\桌面\\gygbyghbygbr\\assets\\models\\chesterfield-sof_5eaa7085-6fde-4710-b943-4eeef80ee4c9\\chesterfield-sofa_2K_7d7d06b8-92da-4180-823c-e2cb19f90199.blend"",""filename"":""assets/5eaa70856fde4710b9434eeef80ee4c9/files/resolution_2K_7d7d06b8-92da-4180-823c-e2cb19f90199.blend"",""modified"":""2023-10-18T03:42:33.086315+02:00"",""resolution"":0,""thumbnailMiddleUrl"":"""",""thumbnailSmallUrl"":"""",""url"":""https://assets.blenderkit.com/assets/5eaa70856fde4710b9434eeef80ee4c9/files/resolution_2K_7d7d06b8-92da-4180-823c-e2cb19f90199.blend?verify=1786557577-coUa658%2Bv5fbCvO%2Bhj9e2pRNNtIy0uQzoIGgJMftcyw%3D""},{""created"":""2023-10-12T09:41:15.367369+02:00"",""downloadUrl"":""https://www.blendkit.com/api/v1/downloads/249733/"",""fileThumbnail"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.96x96_q85_crop-%2C.jpg"",""fileThumbnailLarge"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.1024x1024_q85_crop-%2C.jpg"",""fileType"":""thumbnail"",""fileUploadSize"":223598,""filename"":""assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg"",""modified"":""2025-12-22T20:40:20.213988+01:00"",""resolution"":0,""thumbnailMiddleUrl"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.512x512_q85_crop-%2C.jpg"",""thumbnailSmallUrl"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.256x256_q85_crop-%2C.jpg"",""url"":""""}],""filesSize"":126607,""id"":""5eaa7085-6fde-4710-b943-4eeef80ee4c9"",""isForSale"":false,""isFree"":true,""isPrivate"":false,""lastAnimatedThumbnailUpload"":null,""lastBlendUpload"":""2023-10-16T14:32:14.026901+00:00"",""lastGltfGodotUpload"":null,""lastGltfUpload"":null,""lastPhotoThumbnailUpload"":null,""lastResolutionUpload"":""2023-10-18T01:43:45.271361+00:00"",""lastThumbnailUpload"":""2023-10-12T07:41:15.367369+00:00"",""lastUserInteraction"":""2023-10-16T16:32:11.842057+02:00"",""lastVideoUpload"":null,""lastZipFileUpload"":"""",""last_upload"":""2023-10-16T14:32:14.026901+00:00"",""license"":""royalty_free"",""max_resolution"":2048,""name"":""Chesterfield sofa"",""pk"":67015,""ratingsAverage"":{""bookmarks"":0.96,""quality"":9,""virtualPrice"":null,""workingHours"":5},""ratingsCount"":{""bookmarks"":250,""quality"":2,""virtualPrice"":0,""workingHours"":2},""ratingsMedian"":{""bookmarks"":1,""quality"":9,""virtualPrice"":null,""workingHours"":5},""ratingsSum"":{""bookmarks"":240,""quality"":18,""score"":450,""virtualPrice"":null,""workingHours"":10},""resolution"":""resolution_2K"",""score"":450,""showMarketingLabels"":true,""sourceAppName"":""blender"",""sourceAppVersion"":""3.6.4"",""tags"":[""chesterfield"",""leather"",""sofa"",""couch""],""thumbnail"":""thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.512x512_q85_crop-%2C.jpg.webp"",""thumbnailLargeUrl"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.1024x1024_q85_crop-%2C.jpg"",""thumbnailLargeUrlNonsquared"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.1024x1024_q85.jpg"",""thumbnailLargeUrlNonsquaredWebp"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.1024x1024_q85.jpg.webp?webp_generated=1766498387"",""thumbnailLargeUrlWebp"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.1024x1024_q85_crop-%2C.jpg.webp?webp_generated=1766498387"",""thumbnailMiddleUrl"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.512x512_q85_crop-%2C.jpg"",""thumbnailMiddleUrlNonsquared"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.512x512_q85.jpg"",""thumbnailMiddleUrlNonsquaredWebp"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.512x512_q85.jpg.webp?webp_generated=1766498387"",""thumbnailMiddleUrlWebp"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.512x512_q85_crop-%2C.jpg.webp?webp_generated=1766498387"",""thumbnailSmallUrl"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.256x256_q85_crop-%2C.jpg"",""thumbnailSmallUrlNonsquared"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.256x256_q85.jpg"",""thumbnailSmallUrlNonsquaredWebp"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.256x256_q85.jpg.webp?webp_generated=1766498387"",""thumbnailSmallUrlWebp"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.256x256_q85_crop-%2C.jpg.webp?webp_generated=1766498387"",""thumbnailXlargeUrl"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.2048x2048_q85_crop-%2C.jpg"",""thumbnailXlargeUrlNonsquared"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.2048x2048_q85.jpg"",""thumbnailXlargeUrlNonsquaredWebp"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.2048x2048_q85.jpg.webp?webp_generated=1766498387"",""thumbnailXlargeUrlWebp"":""https://public.blenderkit.com/thumbnails/assets/5eaa70856fde4710b9434eeef80ee4c9/files/thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.2048x2048_q85_crop-%2C.jpg.webp?webp_generated=1766498387"",""thumbnail_small"":""thumbnail_70d37833-fd85-41cb-9b40-37258a80b90d.jpg.256x256_q85_crop-%2C.jpg.webp"",""tooltip_data"":{""aname"":""Chesterfield sofa"",""author_text"":""by Vadym Halitskyi"",""base_price_bg_color"":[0.7,0.7,0.7,0.6],""base_price_color"":[1.0,1.0,1.0,0.9],""base_price_text"":"""",""quality"":""9"",""user_price_bg_color"":[0.7,0.7,0.7,0.6],""user_price_color"":[1.0,1.0,1.0,0.9],""user_price_text"":""""},""url"":""https://www.blendkit.com/api/v1/assets/5eaa7085-6fde-4710-b943-4eeef80ee4c9/"",""verificationStatus"":""validated"",""versionNumber"":1,""videoLink"":"""",""webpGeneratedTimestamp"":1766498387},""blenderkit"":{""asset_base_id"":""2213b4b3-d307-4f99-a34c-8d95437f5fdd"",""bbox_max"":[1.2670191526412964,0.1055348590016365,0.9899950623512268],""bbox_min"":[-1.2670187950134277,-0.8401663303375244,0.00014107873721513897],""category"":6,""condition"":1,""description"":""Idolised by young and old, the iconic Chesterfield is the flag bearer for classic British handcrafted furniture"",""dimensions"":[2.5340380668640137,0.9457011818885803,0.9898539781570435],""engine"":0,""face_count"":287440,""face_count_render"":2034448,""has_thumbnail"":1,""id"":""5eaa7085-6fde-4710-b943-4eeef80ee4c9"",""is_free"":1,""is_generating_thumbnail"":0,""is_procedural"":0,""license"":0,""manifold"":0,""materials"":""pillows_tp, stitches, Pillows_btm, legs, Leather, handles, Low_part, buttons, "",""mesh_poly_type"":1,""modifiers"":""subsurf,"",""name"":""Chesterfield sofa"",""name_changed"":1,""name_old"":""Chesterfield sofa"",""node_count"":119,""object_count"":20,""report"":"""",""shaders"":""principled, "",""subcategory"":18,""tags"":""chesterfield,leather,sofa,couch"",""texture_count"":15,""texture_resolution_max"":2048,""texture_resolution_min"":2048,""thumbnail"":""//chesterfield_sofa_0001.jpg"",""thumbnail_angle"":1,""thumbnail_generating_state"":"""",""thumbnail_resolution"":3,""total_megapixels"":60,""upload_state"":""1% - Metadata upload failed: Metadata upload: category: ['This field may not be null.']  (400)  [daemon_uploads.py:27]"",""uploading"":0,""uv"":1,""work_hours"":10.0},""flip_fluid"":{},""hops"":{},""instance_id"":""amidst:school:object:5fbbc779-1319-5e6b-8754-bc495ccdf504"",""kitops"":{}}",amidst:school:object:5fbbc779-1319-5e6b-8754-bc495ccdf504
Circle,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.00212995707988739,-0.02310515195131302,-0.00434684194624424]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.13317614793777466,0.15162606537342072,0.3052513599395752]","[""Red paint""]","{""cycles"":{},""instance_id"":""amidst:school:object:b9087d44-e897-5098-af34-dc45a09fb158"",""tissue"":{}}",amidst:school:object:b9087d44-e897-5098-af34-dc45a09fb158
Circle.001,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.00212995707988739,-0.02310515195131302,-0.00434684194624424]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.12499918043613434,0.062224455177783966,0.14012053608894348]","[""Material.075""]","{""cycles"":{},""instance_id"":""amidst:school:object:fa14189a-e21b-56e8-91d5-11ec32daf820"",""tissue"":{}}",amidst:school:object:fa14189a-e21b-56e8-91d5-11ec32daf820
Circle.002,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.0021754023618996143,-0.01888403482735157,0.04967834800481796]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.04979889094829559,0.009416073560714722,0.03463031351566315]","[""Material.074""]","{""cycles"":{},""instance_id"":""amidst:school:object:4cc1233f-1bae-538e-a617-100ef34e5dec"",""tissue"":{}}",amidst:school:object:4cc1233f-1bae-538e-a617-100ef34e5dec
Circle.003,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.0021754023618996143,-0.01888403482735157,0.04967834800481796]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.04979889094829559,0.009416073560714722,0.03463031351566315]","[""Material.074""]","{""cycles"":{},""instance_id"":""amidst:school:object:d05b1778-4432-583e-adff-f86662a17044"",""tissue"":{}}",amidst:school:object:d05b1778-4432-583e-adff-f86662a17044
Circle.004,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.00212995707988739,-0.02310515195131302,-0.00434684194624424]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.12499918043613434,0.062224455177783966,0.14012053608894348]","[""Material.075""]","{""cycles"":{},""instance_id"":""amidst:school:object:b26dc181-3fde-5f84-adf7-3e0b32336949"",""tissue"":{}}",amidst:school:object:b26dc181-3fde-5f84-adf7-3e0b32336949
Circle.005,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.00212995707988739,-0.02310515195131302,-0.00434684194624424]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.13317614793777466,0.15162606537342072,0.3052513599395752]","[""Red paint""]","{""cycles"":{},""instance_id"":""amidst:school:object:01b10c30-cf81-564a-9684-3f17abbbd4b5"",""tissue"":{}}",amidst:school:object:01b10c30-cf81-564a-9684-3f17abbbd4b5
Circle.006,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.11080239713191986,-0.0007061626529321074,0.1652882695198059]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.041956350207328796,0.04195635765790939,0.1852579414844513]","[""Plastic.001""]","{""cycles"":{},""instance_id"":""amidst:school:object:abcae4ff-9f55-526b-8ef0-ee9500f9568d""}",amidst:school:object:abcae4ff-9f55-526b-8ef0-ee9500f9568d
Circle.007,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.022856788709759712,0.004920503590255976,0.6395013928413391]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.017716484144330025,0.03756095468997955,0.04212474822998047]","[""Big_bolt_Metal_Dark""]","{""cycles"":{},""instance_id"":""amidst:school:object:9db06680-266e-587b-a0fa-6c55ddea76ca""}",amidst:school:object:9db06680-266e-587b-a0fa-6c55ddea76ca
Circle.008,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[-0.020018573850393295,-0.03149814158678055,0.6363943219184875]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.045197390019893646,0.00440138578414917,0.045192599296569824]","[""Glass""]","{""instance_id"":""amidst:school:object:e0b5db3a-7f8f-514b-a18a-63a67f0dbfa4""}",amidst:school:object:e0b5db3a-7f8f-514b-a18a-63a67f0dbfa4
Circle.009,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.0021754023618996143,-0.01888403482735157,0.04967834800481796]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.04979889094829559,0.009416073560714722,0.03463031351566315]","[""Material.074""]","{""cycles"":{},""instance_id"":""amidst:school:object:8384b545-4f89-5a11-aeb8-98c6c7547bef"",""tissue"":{}}",amidst:school:object:8384b545-4f89-5a11-aeb8-98c6c7547bef
Circle.010,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.00212995707988739,-0.02310515195131302,-0.00434684194624424]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.12499918043613434,0.062224455177783966,0.14012053608894348]","[""Material.075""]","{""cycles"":{},""instance_id"":""amidst:school:object:c64ab390-94b2-5740-a79a-76753b461b8f"",""tissue"":{}}",amidst:school:object:c64ab390-94b2-5740-a79a-76753b461b8f
Circle.011,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.00212995707988739,-0.02310515195131302,-0.00434684194624424]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.13317614793777466,0.15162606537342072,0.3052513599395752]","[""Red paint""]","{""cycles"":{},""instance_id"":""amidst:school:object:c7d42e83-db76-577f-a72e-42cac844d6a8"",""tissue"":{}}",amidst:school:object:c7d42e83-db76-577f-a72e-42cac844d6a8
Circle.012,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.11080239713191986,-0.0007061626529321074,0.1652882695198059]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.041956350207328796,0.04195635765790939,0.1852579414844513]","[""Plastic.001""]","{""cycles"":{},""instance_id"":""amidst:school:object:06c6630f-0742-5288-bfa0-4989dac6fe08""}",amidst:school:object:06c6630f-0742-5288-bfa0-4989dac6fe08
Circle.013,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.022856788709759712,0.004920503590255976,0.6395013928413391]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.017716484144330025,0.03756095468997955,0.04212474822998047]","[""Big_bolt_Metal_Dark""]","{""cycles"":{},""instance_id"":""amidst:school:object:253b9807-d940-50f4-95b7-1f8ebf5a3ed1""}",amidst:school:object:253b9807-d940-50f4-95b7-1f8ebf5a3ed1
Circle.014,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[-0.020018573850393295,-0.03149814158678055,0.6363943219184875]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.045197390019893646,0.00440138578414917,0.045192599296569824]","[""Glass""]","{""instance_id"":""amidst:school:object:f3aa1346-351c-53fe-b3be-806ec79fdec2""}",amidst:school:object:f3aa1346-351c-53fe-b3be-806ec79fdec2
Circle.015,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.11080239713191986,-0.0007061626529321074,0.1652882695198059]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.041956350207328796,0.04195635765790939,0.1852579414844513]","[""Plastic.001""]","{""cycles"":{},""instance_id"":""amidst:school:object:7ec3709f-316d-5b3d-b3d3-58d3aea26015""}",amidst:school:object:7ec3709f-316d-5b3d-b3d3-58d3aea26015
Circle.016,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[0.022856788709759712,0.004920503590255976,0.6395013928413391]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.017716484144330025,0.03756095468997955,0.04212474822998047]","[""Big_bolt_Metal_Dark""]","{""cycles"":{},""instance_id"":""amidst:school:object:c8b812cb-81be-50a2-bc42-3b416848e841""}",amidst:school:object:c8b812cb-81be-50a2-bc42-3b416848e841
Circle.017,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[-0.020018573850393295,-0.03149814158678055,0.6363943219184875]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.045197390019893646,0.00440138578414917,0.045192599296569824]","[""Glass""]","{""instance_id"":""amidst:school:object:65516265-7ce8-54bf-a196-3b284545de1b""}",amidst:school:object:65516265-7ce8-54bf-a196-3b284545de1b
Circle.018,MESH,Old File Cabinet,"[""Old File Cabinet""]",Old File Cabinet,OBJECT,,"[0.0,-0.3682999610900879,0.10984855890274048]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.0,0.0,0.0]","[""cabinet_painted_metal""]","{""cycles"":{},""instance_id"":""amidst:school:object:280c663a-e710-5aa1-ae75-ca88afc5ca13""}",amidst:school:object:280c663a-e710-5aa1-ae75-ca88afc5ca13
Circle.019,MESH,Old File Cabinet,"[""Old File Cabinet""]",Plane.130,OBJECT,,"[2.0506184250645987e-10,-0.3779861330986023,1.0347524881362915]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[1.2556090354919434,0.9351305961608887,1.2556089162826538]","[""cabinet_painted_metal""]","{""cycles"":{},""instance_id"":""amidst:school:object:42d706dc-205d-5034-a066-d8ce5ca78c8e""}",amidst:school:object:42d706dc-205d-5034-a066-d8ce5ca78c8e
Circle.020,MESH,Old File Cabinet,"[""Old File Cabinet""]",Plane.115,OBJECT,,"[2.0506184250645987e-10,-0.3779861330986023,0.10748010873794556]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[1.2556090354919434,0.9351305961608887,1.2556089162826538]","[""cabinet_painted_metal""]","{""cycles"":{},""instance_id"":""amidst:school:object:dd8b4835-552e-5006-9dc1-136e2ca12d78""}",amidst:school:object:dd8b4835-552e-5006-9dc1-136e2ca12d78
